"article_ID","article_title"
"5859","Does a shift in host plants trigger speciation in the Alpine leaf beetle Oreina speciosissima (Coleoptera, Chrysomelidae)?"
"5860","Reinstatement and Emendation of Subfamily Micrairoideae (Poaceae)"
"5861","Molecular phylogeny and character evolution in the Western Palaearctic Helicidae s.l. (Gastropoda: Stylommatophora)"
"5862","Morphological variation versus genetic divergence: a taxonomic implication for Mogannia species (Cicadidae: Cicadinae)"
"5863","On the origin of artichoke and cardoon from the Cynara gene pool as revealed by rDNA sequence variation"
"5864","Phylogenetic relationships of the tribe Operophterini (Lepidoptera, Geometridae): a case study of the evolution of female flightlessness"
"5865","Detection of recombination among Salmonella enterica strains using the incongruence length difference test"
"5866","Tribe Eritrichieae (Boraginaceae s.str.) in West Asia: a molecular phylogenetic perspective"
"5867","Evolutionary origins of Gondwanan interactions: How old are Araucaria beetle herbivores?"
"5868","Automated simultaneous analysis phylogenetics (ASAP): an enabling tool for phlyogenomics"
"5869","Phylogeny and species delimitation of the C-genome diploid species in Oryza"
"5870","Molecular Systematics of Goniodidae (Insecta: Phthiraptera)"
"5871","Discordant patterns of morphological and genetic divergence in the closely related species Schizanthus hookeri and S. grahamii (Solanaceae)"
"5872","A Molecular Phylogeny of the Remoras and their Relatives"
"5873","Peracarid monophyly and interordinal phylogeny inferred from nuclear small-subunit ribosomal DNA sequences (Crustacea: Malacostraca: Peracarida)"
"5874","Molecular phylogeny of grapsoid crabs (Decapoda, Brachyura) and allies based on two mitochondrial genes and a proposal for refraining from current superfamily classification"
"5875","Towards a species level tree of the globally diverse genus Chenopodium (Chenopodiaceae)"
"5876","Phylogenetic analysis of the mitochondrial genes LSU rRNA and COI suggests early adaptive differentiation of anal teeth in chrysidine cuckoo wasps (Hymenoptera: Chrysididae)"
"5877","Combined multiple gene genealogies and phenotypic characters differentiate several species previously identified as Botryosphaeria dothidea"
"5878","Phylogenetic systematics of Ipomoea (Convolvulaceae) based on ITS and Waxy sequences."
"5879","Higher level molecular phylogeny of darkling beetles (Coleoptera: Tenebrionidae)"
"5880","Evolutionary history of Ramphastos toucans: Molecular phylogenetics, temporal diversification, and biogeography"
"5881","Revised classification of the family Hesperiidae (Lepidoptera: Hesperioidea) based on combined molecular and morphological data"
"5882","Phylogeny of European Dolichopus and Gymnopternus (Diptera: Dolichopodidae) and the significance of morphological characters inferred from molecular data"
"5883","Analyses of 32 loci clarify phylogenetic relationships among Trypanosoma cruzi lineages and support a single hybridization prior to human contact."
"5884","Molecular systematics of citrus-associated Alternaria species"
"5885","Speciation of Iberian diving beetles in Pleistocene refugia (Coleoptera, Dytiscidae)"
"5886","Endemic ranid (Amphibia : Anura) genera in southern mountain ranges of the Indian subcontinent represent ancient frog lineages: evidence from molecular data"
"5887","Pleistocene and pre-Pleistocene Begonia speciation in Africa."
"5888","Phylogeny of Acridocarpus brachylophon (Malpighiaceae) : implications for tertiary tropical floras and Afroasian biogeography"
"5889","Molecular phylogeny of treefrogs in the Rhacophorus dugritei species complex (Anura: Rhacophoridae), with descriptions of two new species"
"5890","Phylogeny of Echiochilon (Echiochileae, Boraginaceae) based on ITS sequences and morphology"
"5891","Phylogenetic position and morphology of Abrothrix illutea Thomas, 1925, with comments on the incongruence between gene trees of Abrothrix (Rodentia, Cricetidae) and their implications for the delimitation of the genus"
"5892","Systematics and biogeography of Lathyrus (Leguminosae) based on internal transcribed spacer and cpDNA sequence data."
"5893","Biological Impacts of Climatic Change on a Beringian Endemic: Cryptic Refugia in the Establishment and Differentiation of the Rock Sandpiper (Calidris Ptilocnemis)"
"5894","From commensalism to parasitism in Carapidae (Ophidiiformes): heterochronic modes of development?"
"5895","A re-examination of the phylogenetic relationship between the causal agents of carrot black rot, Alternaria radicina and A. carotiincultae"
"5896","Speciation in the dark: Diversification and biogeography of the deep-sea gastropod genus Scaphander in the Atlantic Ocean"
"5897","Utilizing next-generation sequencing to resolve the backbone of the Core Goodeniaceae and inform future taxonomic and floral form studies."
"5898","Signals of demographic expansion in Drosophila virilis."
"5899","Multilocus sequence analysis provides basis for fast and reliable identification of Vibrio harveyi-related species and reveals previous misidentification of important marine pathogens ☆"
"5900","Phylogeny and biogeographic diversification of Maianthemum (Ruscaceae: Polygonatae)"
"5901","Phylogenetic relationships of artiodactyls and cetaceans as deduced from the comparison of cytochrome b and 12S rRNA mitochondrial sequences."
"5902","Revealing cryptic diversity using molecular phylogenetics and phylogeography in frogs of the Scinax ruber and Rhinella margaritifera species groups"
"5903","Phylogeny of South American Pogonieae (Orchidaceae, Vanilloideae) based on sequences of nuclear ribosomal (ITS) and chloroplast (psaB, rbcL, rps16, and trnL-F) DNA, with emphasis on Cleistes and discussion of biogeographic implications"
"5904","The major opsin in Bees (Insecta: Hymenoptera): a promising nuclear gene for higher level phylogenetics"
"5905","Phylogeography of the cosmopolitan red alga Caulacanthus ustulatus (Caulacanthaceae, Gigartinales)"
"5906","Partition of the Botrytis cinerea complex in France using multiple gene genealogies."
"5907","Analytical approaches to measuring cospeciation of host and parasites: through a glass, darkly."
"5908","CONSTRUCTION AND VERIFICATION OF A LARGE PHYLOGENY OF MARSUPIALS"
"5909","Phylogenetic analysis of the Briza Complex (Poaceae)."
"5910","Phylogenetic relationships of the Litsea complex and core laureae (Lauraceae) using ITS and ETS sequences and morphology"
"5911","New contributions to the molecular systematics and the evolution of host-plant associations in the genus Chrysolina (Coleoptera, Chrysomelidae, Chrysomelinae)"
"5912","Revision of the Culicoides (Avaritia) Imicola complex Khamala & Kettle (Diptera: Ceratopogonidae) from the Australasian region."
"5913","Low-copy nuclear DNA, phylogeny and the evolution of dichogamy in the betel nut palms and their relatives (Arecinae; Arecaceae)."
"5914","Hedysarum L. (Fabaceae: Hedysareae) Is Not Monophyletic - Evidence from Phylogenetic Analyses Based on Five Nuclear and Five Plastid Sequences"
"5915","The Status of the Members of the Aphis asclepiadis Species Group (Hemiptera: Aphididae) in the United States of America"
"5916","The molecular phylogeny of Alpinia (Zingiberaceae): a complex and polyphyletic genus of gingers."
"5917","Evolutionary implications of the frequent horizontal transfer of mismatch repair genes."
"5918","Fomitopsis incarnatus sp. nov. based on generic evaluation of Fomitopsis and Rhodofomes"
"5919","The new systematics of Scleractinia: Integrating molecular and morphological evidence."
"5920","Evolution of shrub-like growth forms in the lianoid subfamily Secamonoideae (Apocynaceae s.l.) of Madagascar: phylogeny, biomechanics, and development"
"5921","Radiation of the Spider Genus Dysdera (Araneae, Dysderidae) in the Canary Islands: Cladistic Assessment Based on Multiple Data Sets"
"5922","Xylaria coprinicola, a new species that antagonizes cultivation of Coprinus comatus in China"
"5923","Phylogenetic position of the Malaysian mole, Euroscaptor micrura (Mammalia: Eulipotyphla), inferred from three gene sequences"
"5924","Phylogenetic relationships and biogeographical history of the genus Rhinoclemmys Fitzinger, 1835 and the monophyly of the turtle family Geoemydidae (Testudines: Testudinoidea)"
"5925","A Proposal for a New Classification of Portunoidea and Cancroidea (Brachyura: Heterotremata) Based on Two Independent Molecular Phylogenies"
"5926","Molecular phylogeny and biogeography of three closely related genera, Soroseris, Stebbinsia, and Syncalathium (Asteraceae, Cichorieae), endemic to the Tibetan Plateau, SW China"
"5927","Parallel evolution of larval morphology and habitat in the snail-killing fly genus Tetanocera."
"5928","Ulocladium cantlous sp. nov. isolated from northwestern China: its morphology and molecular phylogenetic position"
"5929","Plastid and nuclear DNA markers reveal intricate relationships at subfamilial and tribal levels in the soapberry family (Sapindaceae)."
"5930","Evolution of Mitochondrial and Ribosomal Gene Sequences in Anophelinae (Diptera: Culicidae): Implications for Phylogeny Reconstruction"
"5931","Incorporating gene-specific variation when inferring and evaluating optimal evolutionary tree topologies from multilocus sequence data"
"5932","Phylogeny of Caragana (Fabaceae) based on DNA sequence data from rbcL, trnS-trnG, and ITS"
"5933","The Atlas mountains as a biogeographical divide in North–West Africa: evidence from mtDNA evolution in the Agamid lizard"
"5934","RELATIONSHIPS AND DIVERGENCE TIMES AMONG THE ORDERS AND FAMILIES OF MARSUPIALIA"
"5935","Phylogenetic Relationships in the Heterosporous Fern Genus Azolla (Azollaceae) Based on DNA Sequence Data from Three Noncoding Regions"
"5936","Phylogenetic relationships among North American Alosa species (Clupeidae)"
"5937","Inferring ancient divergences requires genes with strong phylogenetic signals."
"5938","Molecular phylogeny of short-tailed shrews, Blarina (Insectivora: Soricidae)"
"5939","Evolutionary relationships in Aspergillus section Fumigati inferred from partial beta-tubulin and hydrophobin DNA sequences"
"5940","Taxonomic placement of Paphiopedilum rungsuriyanum (Cypripedioideae; Orchidaceae) based on morphological, cytological and molecular analyses"
"5941","History of West Mediterranean newts, Pleurodeles (Amphibia: Salamandridae), inferred from old and recent DNA sequences"
"5942","Relationships among seed plants inferred from highly conserved genes: sorting conflicting phylogenetic signals among ancient lineages"
"5943","Molecular systematics of Iridaceae : evidence from four plastid DNA regions"
"5944","Comprehensive phylogenetic analysis of the genus Golovinomyces (Ascomycota: Erysiphales) reveals close evolutionary relationships with its host plants"
"5945","Phylogeny and biogeography of Chinese sisorid catfishes re-examined using mitochondrial cytochrome b and 16S rRNA gene sequences"
"5946","Evolution of nickel hyperaccumulation by Stackhousia tryonii (Celastraceae), a serpentinite-endemic plant from Queensland, Australia"
"5947","Optimal Redistributive Taxation with Both Labor Supply and Labor Demand Responses"
"5948","Multigene phylogenetic analyses to delimit new species in fungal plant pathogens."
"5949","Phylogeny of western Mediterranean Leptodirini, with an emphasis on genital characters (Coleoptera: Leiodidae: Cholevinae)"
"5950","Molecular systematics of the suborder Trogiomorpha (Insecta: Psocodea: 'Psocoptera')"
"5951","The phylogenetic relationships of the Andean swamp rat genus Neotomys (Rodentia, Cricetidae, Sigmodontinae) based on mitochondrial and nuclear markers"
"5952","Molecular phylogenetics of the clover genus (Trifolium—Leguminosae)"
"5953","Inferring Kangaroo Phylogeny from Incongruent Nuclear and Mitochondrial Genes"
"5954","Multigene phylogenetic analyses of the Thelonectria coronata and T. veuillotiana species complexes."
"5955","A new pest species of the mealybug genus Ferrisia fullaway (Hemiptera: Pseudococcidae) from the United States."
"5956","Phylogeny of the Syrphoidea (Diptera) inferred from mtDNA sequences and morphology with particular reference to classification of the Pipunculidae (Diptera)."
"5957","Intra- and interspecific phylogenetic relationships among diploid Triticum-Aegilops species (Poaceae) based on base-pair substitutions, indels, and microsatellites in chloroplast noncoding sequences"
"5958","Rampant polyphyly indicates cryptic diversity in a clade of Neotropical flycatchers (Aves: Tyrannidae)"
"5959","Phylogeny of the Drosophila immigrans Species Group (Diptera: Drosophilidae) Based on Adh and Gpdh Sequences"
"5960","Phylogenetic relationships of the north-eastern Atlantic and Mediterranean blenniids"
"5961","Phylogenetic Analysis of Pachycereus (Cactaceae, Pachycereeae) based on Chloroplast and Nuclear DNA Sequences"
"5962","EXPRESSION OF CYTOPLASMIC INCOMPATIBILITY IN DROSOPHILA SIMULANS AND ITS IMPACT ON INFECTION FREQUENCIES AND DISTRIBUTION OF WOLBACHIA PIPIENTIS"
"5963","Phylogenetic studies of sinipercid fish (Perciformes: Sinipercidae) based on multiple genes, with first application of an immune-related gene, the virus-induced protein (viperin) gene"
"5964","Phylogeny of Opuntia s.s. (Cactaceae): clade delineation, geographic origins, and reticulate evolution."
"5965","Origin and higher-level relationships of psoroptidian mites (Acari: Astigmata: Psoroptidia): Evidence from three nuclear genes"
"5966","PHYLOGENETIC RELATIONSHIPS OF THE MADAGASCAR PYGMY KINGFISHER (ISPIDINA MADAGASCARIENSIS)"
"5967","Almeidea A. St.-Hil. Belongs to Conchocarpus J.C. Mikan (Galipeinae, Rutaceae): Evidence from Morphological and Molecular Data, with a First Analysis of Subtribe Galipeinae"
"5968","Phylogeny and interfertility of North Atlantic populations of 'Ceramium strictum' (Ceramiales, Rhodophyta): how many species?"
"5969","A recent shark radiation: Molecular phylogeny, biogeography and speciation of wobbegong sharks (family: Orectolobidae)"
"5970","Phylogeographic patterns in Drosophila montana"
"5971","Diversification into novel habitats in the Africa clade of Dioscorea (Dioscoreaceae): erect habit and elephant’s foot tubers"
"5972","The comparison of morphological and molecular data in phylogenetic systematics"
"5973","Cenozoic aridization in Central Eurasia shaped diversification of toad-headed agamas (Phrynocephalus; Agamidae, Reptilia)"
"5974","Out of Cuba: overwater dispersal and speciation among lizards in the Anolis carolinensis subgroup"
"5975","Assessing Congruence: Empirical Examples from Molecular Data"
"5976","Resolving evolutionary relationships in the lichen-forming genus Porpidia and related allies (Porpidiaceae, Ascomycota)"
"5977","Long-distance dispersal and recombination in environmental populations of Cryptococcus neoformans var. grubii from India"
"5978","Molecular Species Delimitation in the Racomitrium canescens Complex (Grimmiaceae) and Implications for DNA Barcoding of Species Complexes in Mosses"
"5979","Home-range fidelity and use of historic habitat by adult Colorado pikeminnow (Ptychocheilus lucius) in the White River, Colorado and Utah"
"5980","Towards an Inclusive Philosophy for Phylogenetic Inference"
"5981","Influence of Wolbachia infection on mitochondrial DNA variation in the genus Polytremis (Lepidoptera: Hesperiidae)"
"5982","Monophyly of Verbascum (Scrophularieae : Scrophulariaceae): evidence from nuclear and plastid phylogenetic analyses"
"5983","Comparison of morphological and genetic analyses reveals cryptic divergence and morphological plasticity in Stylophora (Cnidaria, Scleractinia)"
"5984","Phylogenetic relationships among southern South American species of Camptosema, Galactia and Collaea (Diocleinae: Papilionoideae: Leguminosae) on the basis of molecular and morphological data"
"5985","C3 photosynthesis in Aristida longifolia: Implication for photosynthetic diversification in Aristidoideae (Poaceae)."
"5986","A molecular phylogeny and the evolution of nest architecture and behavior in Trigona s.s. (Hymenoptera: Apidae: Meliponini)"
"5987","Molecular phylogenetics, temporal diversification and principles of evolution in the mustard family (Brassicaceae)"
"5988","A phylogenetic study of Cuphea (Lythraceae) based on morphology and nuclear rDNA ITS sequences."
"5989","Placing the Floridian marine genetic disjunction into a regional evolutionary context using the scorched mussel, Brachidontes exustus, species complex"
"5990","Multiple gene genealogical analyses suggest divergence and recent clonal dispersal in the opportunistic human pathogen Candida guilliermondii."
"5991","Lasiodiplodia species associated with dying Euphorbia ingens in South Africa"
"5992","Sequence comparison of aflR from different Aspergillus species provides evidence for variability in regulation of aflatoxin production"
"5993","Higher-level systematics of rodents and divergence time estimates based on two congruent nuclear genes"
"5994","Large multi-locus plastid phylogeny of the tribe Arundinarieae (Poaceae: Bambusoideae) reveals ten major lineages and low rate of molecular divergence"
"5995","Fomitiporia pentaphylacis and F. tenuitubus spp. nov. (Hymenochaetales, Basidiomycota) from Guangxi, southern China"
"5996","Phylogeny, divergence time estimation, and biogeography of the genus Heterobasidion (Basidiomycota, Russulales)"
"5997","Multiple cophylogenetic analyses reveal frequent cospeciation between pelecaniform birds and Pectinopygus lice."
"5998","Phylogeny of the Paniceae (Poaceae: Panicoideae): integrating plastid DNA sequences and morphology into a new classification"
"5999","Phylogenetic analysis of Paeonia sect. Moutan (Paeoniaceae) based on multiple DNA fragments and morphological data"
"6000","Taxonomic position of Hormaphis similibetulae Qiao & Zhang, 2004 (Hemiptera, Aphididae): molecular and biological evidences"
"6001","Diversification of the North American shrub genus Ceanothus (Rhamnaceae): conflicting phylogenies from nuclear ribosomal DNA and chloroplast DNA"
"6002","Generic Delimitation and Phylogeny of the Subtribe Centaureinae (Asteraceae): A Combined Nuclear and Chloroplast DNA Analysis"
"6003","Hybridization among cryptic species of the cellar fungus Coniophora puteana (Basidiomycota)"
"6004","Generic delimitation and relationships in Ebenaceae sensu lato: evidence from six plastid DNA regions"
"6005","Zymoseptoria gen. nov.: a new genus to accommodate Septoria-like species occurring on graminicolous hosts"
"6006","Diversification of the newly recognized lichen-forming fungal lineage Montanelia (Parmeliaceae, Ascomycota) and its relation to key geological and climatic events"
"6007","A ROBUST PHYLOGENY OF THE OROPENDOLAS: POLYPHYLY REVEALED BY MITOCHONDRIAL SEQUENCE DATA"
"6008","Resource‐based adaptive divergence in the freshwater fish Telmatherina from Lake Matano, Indonesia"
"6009","How Can Third Codon Positions Outperform First and Second Codon Positions in Phylogenetic Inference? An Empirical Example from the Seed Plants"
"6010","Evolution of the Order Urostylida (Protozoa, Ciliophora): New Hypotheses Based on Multi-Gene Information and Identification of Localized Incongruence"
"6011","Population genetic analysis and phylogeny reconstruction in Eucalyptus (Myrtaceae) using high-throughput, genome-wide genotyping"
"6012","Senecio changii (Asteraceae: Senecioneae), a New Species from Sichuan, China"
"6013","Phylogeny, evolutionary history and taxonomy of the Mustelidae based on sequences of the cytochrome b gene and a complex repetitive flanking region"
"6014","Evidence for convergent evolution among phylogenetically distant rare species of Tetratheca (Elaeocarpaceae, formerly Tremandraceae) from Western Australia"
"6015","There and back again: switching between host orders by avian body lice (Ischnocera: Goniodidae)"
"6016","Geographic Patterns of Genetic Variation and Conservation Consequences in Three South American Rodents"
"6017","Phylogeny and divergence of Chinese Angiopteridaceae based on chloroplast DNA sequence data (rbcL and trnL-F)"
"6018","Updating the description and taxonomic status of Brachionus sessilis Varga, 1951 (Rotifera: Brachionidae) based on detailed morphological analysis and molecular data."
"6019","Diversification of the American bulb-bearing Oxalis (Oxalidaceae): Dispersal to North America and modification of the tristylous breeding system"
"6020","Phylogeny of the families Pyuridae and Styelidae (Stolidobranchiata, Ascidiacea) inferred from mitochondrial and nuclear DNA sequences"
"6021","Sources of character conflict in a clade of water striders (Heteroptera: Gerridae)"
"6022","Noise and Incongruence: Interpreting Results of the Incongruence Length Difference Test"
"6023","Phylogenetic relationships of some common Indo-Pacific snappers (Perciformes: Lutjanidae) based on mitochondrial DNA sequences, with comments on the taxonomic position of the Caesioninae"
"6024","Phylogeny of Eusocial Lasioglossum Reveals Multiple Losses of Eusociality within a Primitively Eusocial Clade of Bees (Hymenoptera: Halictidae)"
"6025","Reexamination of relationships, habital evolution, and phylogeography of checker mallows (Sidalcea; Malvaceae) based on molecular phylogenetic data"
"6026","Nuclear and mitochondrial phylogeography of the Atlantic forest endemic Xiphorhynchus fuscus (Aves: Dendrocolaptidae): Biogeography and systematics implications"
"6027","Reconstructing an island radiation using ancient and recent DNA: the extinct and living day geckos (Phelsuma) of the Mascarene islands."
"6028","Independent Origins of New Sex-Linked Chromosomes in the melanica and robusta Species Groups of Drosophila"
"6029","Phylogenetic origins of African and Neotropical Beauveria bassiana s.l. pathogens of the coffee berry borer, Hypothenemus hampei"
"6030","A molecular phylogeny of the cotingas (Aves: Cotingidae)."
"6031","The phylogenetic significance of peptidoglycan types: Molecular analysis of the genera Microbacterium and Aureobacterium based upon sequence comparison of gyrB, rpoB, recA and ppk and 16SrRNA genes☆"
"6032","Intercompartmental Recombination of HIV-1 Contributes to env Intrahost Diversity and Modulates Viral Tropism and Sensitivity to Entry Inhibitors"
"6033","THE PHYLOGENY OF ELATEROIDEA (COLEOPTERA), OR WHICH TREE IS BEST TODAY?"
"6034","Parsimony Analysis of Total Evidence from Extinct and Extant Taxa and the Cetacean-Artiodactyl Question (Mammalia, Ungulata)"
"6035","Phylogenetic Position of Titanotrichum oldhamii (Gesneriaceae) Inferred From Four Different Gene Regions"
"6036","Evolution of the YABBY gene family with emphasis on the basal eudicot Eschscholzia californica (Papaveraceae)."
"6037","Dissecting the ancient rapid radiation of microgastrine wasp genera using additional nuclear genes"
"6038","Genetic Divergences and Phylogenetic Relationships Among the Fejervarya limnocharis Complex in Thailand and Neighboring Countries Revealed by Mitochondrial and Nuclear Genes"
"6039","Phylogeny of the neotropical moth tribe Josiini (Notodontidae: Dioptinae): comparing and combining evidence from DNA sequences and morphology"
"6040","Taxonomic status, phylogenetic affinities and genetic diversity of a presumed extinct genus, Paraisometrum W.T. Wang (gesneriaceae) from the karst regions of Southwest China."
"6041","Phylogenetic tree-building"
"6042","Phylogeny of Linearia and Notata groups of Paspalum L. (Poaceae, Panicoideae, Paniceae) and related species"
"6043","Molecular phylogenetics and biogeography of the mint tribe Elsholtzieae (Nepetoideae, Lamiaceae), with an emphasis on its diversification in East Asia"
"6044","High phylogeographical complexity within Mediterranean islands: insights from the Corsican fire salamander"
"6045","Flanking regions of monomorphic microsatellite loci provide a new source of data for plant species-level phylogenetics"
"6046","Pleistocene glaciations, demographic expansion and subsequent isolation promoted morphological heterogeneity: A phylogeographic study of the alpine Rosa sericea complex (Rosaceae)."
"6047","Molecular phylogenies and mating study data in Polyporus with special emphasis on group ""Melanopus"" (Basidiomycota)"
"6048","ASSESSMENT OF SPECIES BOUNDARIES IN AUSTRALIAN MYOTIS (CHIROPTERA: VESPERTILIONIDAE) USING MITOCHONDRIAL DNA"
"6049","Molecular Systematics of Genus Atractylodes (Compositae, Cardueae): Evidence from Internal Transcribed Spacer (ITS) and trnL-F Sequences"
"6050","Evaluation of ITS rDNA as a complement to mitochondrial gene sequences for phylogenetic studies in freshwater mussels: an example using Unionidae from north-western Europe"
"6051","Molecular systematics, morphological analysis, and hybrid crossing identify a third taxon, Aedes (Halaedes) wardangensis sp.nov., of the Aedes (Halaedes) australis species-group (Diptera: Culicidae)"
"6052","Phylogenetic relationships of the Papuan Swiftlet Aerodramus papuensis and implications for the evolution of avian echolocation"
"6053","Phylogenetics and biogeography of the parasitic genus Thesium L. (Santalaceae), with an emphasis on the Cape of South Africa."
"6054","Phylogeny of Androcymbium (Colchicaceae) based on morphology and DNA sequences"
"6055","Tribal delimitation of Naucleeae (Cinchonoideae, Rubiaceae): inference from molecular and morphological data"
"6056","Phylogenetics and evolution of the eastern Asian–eastern North American disjunct aphid tribe, Hormaphidini (Hemiptera: Aphididae)"
"6057","Identification of a new species of Cercospora causing leaf spot disease in Capsicum assamicum in northeastern India."
"6058","Analysis of plastid and nuclear DNA data in plant phylogenetics—evaluation and improvement"
"6059","A REASSESSMENT OF SPECIES BOUNDARIES IN CYSTOSEIRA AND HALIDRYS (PHAEOPHYCEAE, FUCALES) ALONG THE NORTH AMERICAN WEST COAST1"
"6060","Systematics of Catenulifera (anamorphic Hyaloscyphaceae) with an assessment of the phylogenetic position of Phialophora hyalina"
"6061","Polygenic analysis of ammonia-oxidizing bacteria using 16S rDNA, amoA, and amoB genes"
"6062","Molecular phylogeny of the Southeast Asian freshwater fish family Botiidae (Teleostei: Cobitoidea) and the origin of polyploidy in their evolution"
"6063","A multi-gene phylogeny of aquiline eagles (Aves: Accipitriformes) reveals extensive paraphyly at the genus level."
"6064","Phylogenetic relationships in Brassicaceae tribe Alysseae inferred from nuclear ribosomal and chloroplast DNA sequence data."
"6065","Species Radiation of Carabid Beetles (Broscini: Mecodema) in New Zealand"
"6066","Cladonia subturgida and C. iberica (Cladoniaceae) form a single, morphologically and chemically polymorphic species"
"6067","Mosaic Evolution in the Origin of the Hominoidea"
"6068","Mutation is the Main Driving Force in the Diversification of the Vibrio splendidus Clade"
"6069","A 10-gene phylogeny of Solanum section Herpystichum (Solanaceae) and a comparison of phylogenetic methods"
"6070","Mitochondrial gene sequences alone or combined with ITS region sequences provide firm molecular criteria for the classification of Lecanicillium species."
"6071","An assessment of old and new DNA sequence evidence for the paraphyly of Banksia with respect to Dryandra (Proteaceae)"
"6072","Phylogeny of the Sphagnopsida Based on Chloroplast and Nuclear DNA Sequences"
"6073","Leptographium profanum sp.nov., a new species from hardwood roots in North America"
"6074","Phylogenetic relationships of salangid fishes (Osmeridae, Salanginae) with comments on phylogenetic placement of the salangids based on mitochondrial DNA sequences"
"6075","Molecular phylogeny of Koenigia L. (Polygonaceae: Persicarieae): Implications for classification, character evolution and biogeography"
"6076","Phylogeny and evolutionary history of the silkworm"
"6077","Molecular data support a rapid radiation of aphids in the Cretaceous and multiple origins of host alternation"
"6078","The role of vicariance vs. dispersal in shaping genetic patterns in ocellated lizard species in the western Mediterranean"
"6079","Adding mitochondrial sequence data (16S rRNA and cytochrome c oxidase subunit I) to the phylogeny of centipedes (Myriapoda: Chilopoda): an analysis of morphology and four molecular loci"
"6080","A Phylogeny of the Monocots, as Inferred from rbcL and atpA Sequence Variation, and a Comparison of Methods for Calculating Jackknife and Bootstrap Values"
"6081","Mitochondrial genetic diversity and gene flow of common carp from main river drainages in China"
"6082","Croton laceratoglandulosus (Euphorbiaceae s.s.), a new glandular-stipulate species from Brazil and Bolivia, and its systematic position based on molecular analysis"
"6083","Molecular phylogeny and biogeography of Picea (Pinaceae): implications for phylogeographical studies using cytoplasmic haplotypes"
"6084","A monograph of Micropsalliota in Northern Thailand based on morphological and molecular data"
"6085","Análisis morfológico y molecular de los blenios de agua dulce: una nueva especie del género Salaria Forsskål, 1775 (Actinopterygii, Blennidae) en Marruecos."
"6086","A Phylogenetic Analysis of Doronicum (Asteraceae, Senecioneae) Based on Morphological, Nuclear Ribosomal (ITS), and Chloroplast (trnL-F) Evidence"
"6087","Phylogeny, major clades and infrageneric classification of Corymbia (Myrtaceae), based on nuclear ribosomal DNA and morphology"
"6088","Phylogenetic studies of pantherine cats (Felidae) based on multiple genes, with novel application of nuclear β-fibrinogen intron 7 to carnivores"
"6089","Origins and diversification of Indo-West Pacific marine fauna: evolutionary history and biogeography of turban shells (Gastropoda, Turbinidae)"
"6090","Phylogeny of the Oriental Drosophila melanogaster Species Group: A Multilocus Reconstruction"
"6091","First molecular phylogenetic insights into the evolution of free-tailed bats in the subfamily Molossinae (Molossidae, Chiroptera)"
"6092","Phylogeny and species delimitations in European Dicranum (Dicranaceae, Bryophyta) inferred from nuclear and plastid DNA."
"6093","Toward understanding Anophelinae (Diptera, Culicidae) phylogeny: insights from nuclear single-copy genes and the weight of evidence."
"6094","Origin, adaptive radiation and diversification of the Hawaiian lobeliads (Asterales: Campanulaceae)"
"6095","Palynology, cytology, and molecular systematics of Anemone section Begoniifolia (Ranunculaceae)"
"6096","Supertree Bootstrapping Methods for Assessing Phylogenetic Variation among Genes in Genome-Scale Data Sets"
"6097","Molecular phylogeny and biogeographic diversification of Parthenocissus (Vitaceae) disjunct between Asia and North America."
"6098","THE ATLANTIC-MEDITERRANEAN GENUS BERGHIA TRINCHESE, 1877 (NUDIBRANCHIA: AEOLIDIIDAE): TAXONOMIC REVIEW AND PHYLOGENETIC ANALYSIS"
"6099","Phylogeny and Evolution in Cariceae (Cyperaceae): Current Knowledge and Future Directions"
"6100","Concordance of gene genealogies reveals reproductive isolation in the pathogenic fungus Coccidioides immitis"
"6101","Phylogenetic relationships within Cicuta (Apiaceae tribe Oenantheae) inferred from nuclear rDNA ITS and cpDNA sequence data"
"6102","Conflicting phylogeographic patterns in rRNA and nifD indicate regionally restricted gene transfer in Bradyrhizobium"
"6103","Molecular Phylogeny of the Plant Pathogenic Genus Botrytis and the Evolution of Host Specificity"
"6104","Characterization and pathogenicity of Colletotrichum species associated with anthracnose on chilli (Capsicum spp.) in Thailand"
"6105","Relationships of cucumbers and melons unraveled: molecular phylogenetics of Cucumis and related genera (Benincaseae, Cucurbitaceae)."
"6106","Multigene phylogeny of the Old World mice, Murinae, reveals distinct geographic lineages and the declining utility of mitochondrial genes compared to nuclear genes."
"6107","Preliminary Phylogeny of Encarsia Förster (Hymenoptera: Aphelinidae) Based on Morphology and 28S rDNA"
"6108","THE SPIDER SUBFAMILY AMAUROBIOIDINAE (ARANEAE, ANYPHAENIDAE): A PHYLOGENETIC REVISION AT THE GENERIC LEVEL"
"6109","Total evidence : molecules, morphology, and the phylogenetics of cichlid fishes"
"6110","Phylogeny of Podocarpaceae: comparison of evidence from morphology and 18S rDNA."
"6111","Systematics of Halosarpheia based on morphological and molecular data"
"6112","Phylogeny of the festucoid grasses of subtribe Loliinae and allies (Poeae, Pooideae) inferred from ITS and trnL-F sequences."
"6113","Morphology and phylogeny of Reticulitermes sp. (Isoptera, Rhinotermitidae) from Cyprus"
"6114","Partial recN gene sequencing: a new tool for identification and phylogeny within the genus Streptococcus"
"6115","Systematics of the world genera of Cardiochilinae (Hymenoptera : Braconidae)"
"6116","Evolutionary shifts between host oak sections and host-plant organs in Andricus gallwasps."
