"article_ID","article_title","keyword_ID","keyword"
"4814","Specificity and Combinatorial Effects of Bacillus Thuringiensis Cry Toxins in the Context of GMO Environmental Risk Assessment","43","Risk"
"4824","Synthetic Biology and Genetic Engineering: Parallels in Risk Assessment","43","Risk"
"4830","Impact of Bacillus thuringiensis – insecticides on population dynamics and egg predation of the Colorado potato beetle in North Carolina potato plantings","30","Impact"
"4875","Influence of transgenic Bacillus thuringiensis corn-fed prey on prey preference of immature Chrysoperla carnea (Neuroptera: Chrysopidae)","31","Influence"
"4922","A Framework for Learning Rules from Multiple Instance Data","76","Data"
"4942","Impact of Corporate Governance on Disclosure Quality: Empirical Evidence from Listed Banks in Malaysia","30","Impact"
"4947","The Effects of Bank Mergers on Corporate Information Disclosure","59","Information"
"4951","The Impact of Corporate Governance on the Voluntary Accounting Information Disclosure in Malaysian Listed Banks","30","Impact"
"4951","The Impact of Corporate Governance on the Voluntary Accounting Information Disclosure in Malaysian Listed Banks","59","Information"
"4957","Does Financial Structure Matter for the Information Content of Financial Indicators","59","Information"
"4957","Does Financial Structure Matter for the Information Content of Financial Indicators","14","Content"
"4961","The Impact of Board Characteristics on Corporate Governance and Disclosure Practices of Firms Listed in Indian Stock Exchange","30","Impact"
"4980","The Interest Rate Pass-Through in Austria – Effects of the Financial Crisis","71","Crisis"
"4992","Revisiting the European Asset Management Industry","25","Management"
"4993","The Impact of Labor Unionization on Corporate Overinvestment and Underinvestment","30","Impact"
"4995","The Foundations of Banks' Risk Regulation: A Review of the Literature","43","Risk"
"5003","Impact of a smoking cessation lifestyle intervention on vascular mechanics in young women","30","Impact"
"5024","Efficacy and Cost-Effectiveness of a Minimal Intervention to Prevent Smoking Relapse: Dismantling the Effects of Amount of Content Versus Contact.","14","Content"
"5040","The Health Consequences of Smoking: Nicotine Addiction: A Report of the Surgeon General","63","Health"
"5044","Context and Physical Activity: The Influence of Others","31","Influence"
"5059","Physical Activity and Public Health Updated Recommendation for Adults From the American College of Sports Medicine and the American Heart Association","63","Health"
"5075","Social Network Analysis: Social Network Analysis in the Social and Behavioral Sciences","28","Network"
"5081","The Impact of Social Structure on Economic Outcomes","30","Impact"
"5090","Top Management Team Demography and Corporate Strategic Change","25","Management"
"5104","Takeover Bids, the Free-Rider Problem, and the Theory of the Corporation","21","Theory"
"5105","Cultural Diversity's Impact On Interaction Process and Performance: Comparing Homogeneous and Diverse Task Groups","30","Impact"
"5106","The Influence of Top Management Team Heterogeneity on Firms' Competitive Moves","31","Influence"
"5106","The Influence of Top Management Team Heterogeneity on Firms' Competitive Moves","25","Management"
"5108","Effects of Ethnic Group Cultural Differences on Cooperative and Competitive Behavior On a Group Task","39","Behavior"
"5116","The Effects of International Operations on the Market Value of the Firm: Theory and Evidence","21","Theory"
"5119","The Strength of Weak Ties: A Network Theory Revisited","28","Network"
"5119","The Strength of Weak Ties: A Network Theory Revisited","21","Theory"
"5127","“They Treat Us Like Human Beings”—Experiencing a Therapeutic Sex Offenders Prison: Impact on Prisoners and Staff and Implications for Treatment","65","Like"
"5127","“They Treat Us Like Human Beings”—Experiencing a Therapeutic Sex Offenders Prison: Impact on Prisoners and Staff and Implications for Treatment","30","Impact"
"5142","[book chapter]The Theory of Reasoned Action","21","Theory"
"5172","The Role of Correctional Officers in Multidisciplinary Mental Health Care in Prisons","63","Health"
"5181","Waterpipe tobacco and cigarette smoking: direct comparison of toxicant exposure.","76","Data"
"5195","Promotion of waterpipe tobacco use, its variants and accessories in young adult newspapers: a content analysis of message portrayal","27","Promotion"
"5198","Review Article: Prevalence and Health Effects of Water Pipe (Shisha) Tobacco Smoking","63","Health"
"5199","Hookah's new popularity among US college students: a pilot study of the characteristics of hookah smokers and their Facebook displays.","1","Facebook"
"5200","US Health Policy Related to Hookah Tobacco Smoking","63","Health"
"5211","Hookah Use Among Youth and Young Adults: A Public Health Challenge","63","Health"
"5222","Understanding Attitudes, Beliefs, and Information Seeking Regarding Hookah Smoking in Parents of College Students: An Exploratory Qualitative Pilot Study","59","Information"
"5231","Americans of Arab Descent and Cardiovascular Risk","43","Risk"
"5232","Factors associated with smoking frequency among current waterpipe smokers in the United States: Findings from the National College Health Assessment II","63","Health"
"5237","Adolescents' Perceptions of Health Risks, Social Risks, and Benefits Differ Across Tobacco Products","63","Health"
"5239","Prevalence, Patterns and Correlates of Cigarette Smoking in Male Adolescents in Northern Jordan, and the Influence of Waterpipe Use and Asthma Diagnosis: A Descriptive Cross-Sectional Study","31","Influence"
"5264","Adverse Effects of Cigarette and Noncigarette Smoke Exposure on the Autonomic Nervous System: Mechanisms and Implications for Cardiovascular Risk","43","Risk"
"5279","Urban College Student Self-Report of Hookah Use with Health Care Providers.","63","Health"
"5286","Shisha Smoking and Associated Factors among Medical Students in Malaysia","70","Medical"
"5307","Risk Factors associated with Hookah use","43","Risk"
"5311","Identifying Health-Related Topics on Twitter","2","Twitter"
"5314","Hookah use among U.S. college students: results from the National College Health Assessment II.","63","Health"
"5315","Knowledge and Attitudes toward Hookah Usage among University Students.","20","Usage"
"5317","Sex Differences in Hookah-Related Images Posted on Tumblr: A Content Analysis","14","Content"
"5318","An educational tobacco intervention: Impact of the Health Belief Model on college students","30","Impact"
"5318","An educational tobacco intervention: Impact of the Health Belief Model on college students","63","Health"
"5328","Impact of Internet Usage on Risk Perceptions of Hookah Use","30","Impact"
"5328","Impact of Internet Usage on Risk Perceptions of Hookah Use","20","Usage"
"5328","Impact of Internet Usage on Risk Perceptions of Hookah Use","43","Risk"
"5332","Water-Pipe Tobacco Smoking: An Emerging Health Risk Behavior inAdolescents in the United States","63","Health"
"5332","Water-Pipe Tobacco Smoking: An Emerging Health Risk Behavior inAdolescents in the United States","43","Risk"
"5332","Water-Pipe Tobacco Smoking: An Emerging Health Risk Behavior inAdolescents in the United States","39","Behavior"
"5335","Characteristics of Hookah Tobacco Smoking Sessions and Correlates of Use Frequency Among US Adults: Findings From Wave 1 of the Population Assessment of Tobacco and Health (PATH) Study","63","Health"
"5344","How Health Risks Are Pinpointed (or Not) on Social Media: The Portrayal of Waterpipe Smoking on Pinterest","63","Health"
"5344","How Health Risks Are Pinpointed (or Not) on Social Media: The Portrayal of Waterpipe Smoking on Pinterest","7","Pinterest"
"5350","Reducing Risk for Cardiovascular Disease: Negative Health Behaviors in College Students","43","Risk"
"5350","Reducing Risk for Cardiovascular Disease: Negative Health Behaviors in College Students","63","Health"
"5360","Waterpipes and e-cigarettes: Impact of alternative smoking techniques on indoor air quality and health","30","Impact"
"5364","Health Warning Labeling Practices on Waterpipe Tobacco Products and Accessories","63","Health"
"5392","Pharmacology, Biochemistry and Behavior","39","Behavior"
"5514","Relationships Among Resin-Producing Detarieae s.l. (Leguminosae) as Inferred by Molecular Data","76","Data"
"5551","The Evolutionary History of Pagamea (Rubiaceae), a White‐sand Specialist Lineage in Tropical South America","76","Data"
"5635","Combining Data with Different Distributions of Among-Site Rate Variation","76","Data"
"5658","Phylogeny of Carex subg. Vignea (Cyperaceae) Based on Non-coding nrDNA Sequence Data","76","Data"
"5707","Data from: Environmental and evolutionary drivers of diversity patterns in the tea family (Theaceae s.s.) across China","76","Data"
"5716","Phylogenetics of Tribe Anthocercideae (Solanaceae) Based on ndhF and trnL/F Sequence Data","76","Data"
"5786","A New Dimension in Combining Data? The Use of Morphology and Phylogenomic Data in Metazoan Systematics","76","Data"
"5921","Radiation of the Spider Genus Dysdera (Araneae, Dysderidae) in the Canary Islands: Cladistic Assessment Based on Multiple Data Sets","76","Data"
"5935","Phylogenetic Relationships in the Heterosporous Fern Genus Azolla (Azollaceae) Based on DNA Sequence Data from Three Noncoding Regions","76","Data"
"5975","Assessing Congruence: Empirical Examples from Molecular Data","76","Data"
"5981","Influence of Wolbachia infection on mitochondrial DNA variation in the genus Polytremis (Lepidoptera: Hesperiidae)","31","Influence"
"6010","Evolution of the Order Urostylida (Protozoa, Ciliophora): New Hypotheses Based on Multi-Gene Information and Identification of Localized Incongruence","59","Information"
"6096","Supertree Bootstrapping Methods for Assessing Phylogenetic Variation among Genes in Genome-Scale Data Sets","76","Data"
"6153","Data incongruence and the problem of avian louse phylogeny","76","Data"
"6169","Are the Fossil Data Really at Odds with the Molecular Data/ Morphological Evidence for Cetartiodactyla Phylogeny Reexamined","76","Data"
"6215","Phylogenetic Relationships in Tribe Cariceae (Cyperaceae) Based on Nested Analyses of Four Molecular Data Sets","76","Data"
"6234","Mitochondrial Data in Monocot Phylologenetics","76","Data"
"6252","Phylogenetic Relationships in Helianthus (Asteraceae) Based on Nuclear Ribosomal DNA Internal Transcribed Spacer Region Sequence Data","76","Data"
"6291","Impact of duplicate gene copies on phylogenetic analysis and divergence time estimates in butterflies","30","Impact"
"6292","Phylogenetic placement of retropinnid fishes: Data set incongruence can be reduced by using asymmetric character state transformation costs","76","Data"
"6312","The Enigmatic Tribe Whitfieldieae (Acanthaceae): Delimitation and Phylogenetic Relationships Based on Molecular and Morphological Data","76","Data"
"6326","Phylogenetic Signal in AFLP Data Sets","76","Data"
"6347","Analysis of a Shift in Codon Usage in Drosophila","20","Usage"
"6379","Molecular Systematics of the Asteriscus Alliance (Asteraceae: Inuleae) II: Combined Nuclear and Chloroplast Data","76","Data"
"6404","Influence of different substrates on the evolution of morphology and life‐history traits of azooxanthellate solitary corals (Scleractinia: Flabellidae)","31","Influence"
"6419","Novel Information Theory-Based Measures for Quantifying Incongruence among Phylogenetic Trees","59","Information"
"6425","Data Set Incongruence and the Phylogeny of Crocodilians","76","Data"
"6431","Testing for Phylogenetic Conflict Among Molecular Data Sets in the Tribe Triticeae (Gramineae)","76","Data"
"6448","Using Molecular Data to Test a Biogeographic Connection of the Macaronesian Genus Bystropogon (Lamiaceae) to the New World: A Case of Conflicting Phylogenies","76","Data"
"6455","The Impact of Outgroup Choice and Missing Data on Major Seed Plant Phylogenetics Using Genome-Wide EST Data","30","Impact"
"6455","The Impact of Outgroup Choice and Missing Data on Major Seed Plant Phylogenetics Using Genome-Wide EST Data","76","Data"
"6473","Phylogenetics and Evolution of the Macaronesian Clade of Crassulaceae Inferred from Nuclear and Chloroplast Sequence Data","76","Data"
"6503","Data congruence and phylogeny of the Papaveraceae s.l. based on four data sets: atpB and rbcL sequences, trnK restriction sites, and morphological characters","76","Data"
"6513","Recent Speciation in Three Closely Related Sympatric Specialists: Inferences Using Multi-Locus Sequence, Post-Mating Isolation and Endosymbiont Data","76","Data"
"6571","Phylogeny of Carex subg. Vignea (Cyperaceae) Based on Amplified Fragment Length Polymorphism and nrDNA Data","76","Data"
"6572","Paraphyly in Tribe Onagreae: Insights into Phylogenetic Relationships of Onagraceae Based on Nuclear and Chloroplast Sequence Data","76","Data"
"6653","Partitioned Likelihood Support and the Evaluation of Data Set Conflict","76","Data"
"6672","Phylogenetic Relationships among the Microgastroid Wasps (Hymenoptera: Braconidae): Combined Analysis of 16S and 28S rDNA Genes and Morphological Data","76","Data"
"6684","Testing Introgressive Hybridization Hypotheses Using Statistical Network Analysis of Nuclear and Cytoplasmic Haplotypes in the Leaf Beetle Timarcha goettingensis Species Complex","28","Network"
"6805","The Ring Doesn't Mean a Thing: Molecular Data Suggest a New Taxonomy for Two Pacific Species of Sea Hares (Mollusca: Opisthobranchia, Aplysiidae)","76","Data"
"6819","CHAPTER 13 – Interrelationships of Lamniform Sharks: Testing Phylogenetic Hypotheses with Sequence Data","76","Data"
"6859","Chirita auriculata (Gesneriaceae), a New Species from China, Placed in sect. Chirita Based on Molecular Data","76","Data"
"6923","Phylogeny and Character Behavior in the Family Lemuridae","39","Behavior"
"6929","Phylogenetic Analyses Suggest That Psammomitra (Ciliophora, Urostylida) Should Represent an Urostylid Family, Based On Small Subunit rRNA and Alpha-Tubulin Gene Sequence Information","59","Information"
"6941","Genetic Relationship of Three Butterfly Lizard Species (Leiolepis reevesii rubritaeniata, Leiolepis belliana belliana, Leiolepis boehmei, Agamidae, Squamata) Inferred from Nuclear Gene Sequence Analyses","24","Relationship"
"6953","Failure of the ILD to Determine Data Combinability for Slow Loris Phylogeny","76","Data"
"6970","Phylogeny of Frogs of the Physalaemus Pustulosus Species Group, With an Examination of Data Incongruence","76","Data"
"6973","Phylogenetic Relationships of North American Field Crickets Inferred from Mitochondrial DNA Data","76","Data"
"6974","Phylogenetic Analyses of Trilliaceae based on Morphological and Molecular Data","76","Data"
"6979","Phylogenetics of Social Behavior in Australian Gall-Forming Thrips: Evidence from Mitochondrial DNA Sequence, Adult Morphology and Behavior, and Gall Morphology","39","Behavior"
"6985","Phylogenetics of the Antillean Goetzeoideae (Solanaceae) and Their Relationships within the Solanaceae based on Chloroplast and ITS DNA Sequence Data","76","Data"
"7007","Nonuniform Concerted Evolution and Chloroplast Capture: Heterogeneity of Observed Introgression Patterns in Three Molecular Data Partition Phylogenies of Asian Mitella (Saxifragaceae)","76","Data"
"7066","The Role of Morphological Data in Phylogeny Reconstruction","76","Data"
"7088","How Much Data are Needed to Resolve a Difficult Phylogeny? Case Study in Lamiales","76","Data"
"7153","Phylogeny of Extant and Fossil Juglandaceae Inferred from the Integration of Molecular and Morphological Data Sets","76","Data"
"7172","Phylogeny and Classification of Paris (Melanthiaceae) Inferred from DNA Sequence Data","76","Data"
"7198","Evaluating Hypotheses of Deuterostome Phylogeny and Chordate Evolution with New LSU and SSU Ribosomal DNA Data","76","Data"
"7219","Data exploration in phylogenetic inference: scientific, heuristic, or neither","76","Data"
"7227","Molecular Phylogeny of Chrysothamnus and Related Genera (Asteraceae, Astereae) Based on Nuclear Ribosomal 3′ ETS and ITS Sequence Data","76","Data"
"7263","Phylogenetic Relationships and Evolution of Extant Horsetails, Equisetum, Based on Chloroplast DNA Sequence Data (rbcL and trnL‐F)","76","Data"
"7265","Phylogeny of the Bifrenaria (Orchidaceae) Complex Based on Morphology and Sequence Data from Nuclear rDNA Internal Transcribed Spacers (ITS) and Chloroplast trnL‐trnF Region","76","Data"
"7314","Evolutionary Patterns of Morphology and Behavior as Inferred from a Molecular Phylogeny of New World Emballonurid Bats (Tribe Diclidurini)","39","Behavior"
"7396","Data Sets, Partitions, and Characters: Philosophies and Procedures for Analyzing Multiple Data Sets","76","Data"
"7418","Influence of Host Phylogeographic Patterns and Incomplete Lineage Sorting on Within-Species Genetic Variability in Wigglesworthia Species, Obligate Symbionts of Tsetse Flies","31","Influence"
"7437","Phylogenetic Assessment of Molecular and Morphological Data for Eutherian Mammals","76","Data"
"7455","Useful Characters in Gastropod Phylogeny: Soft Information or Hard Facts?","59","Information"
"7499","Phylogeny of Euphydryas Checkerspot Butterflies (Lepidoptera: Nymphalidae) Based on Mitochondrial DNA Sequence Data","76","Data"
"7562","A Reexamination of the Phylogenetic Position of Callimico (Primates) Incorporating New Mitochondrial DNA Sequence Data","76","Data"
"7592","Phylogenetics of Morus (Moraceae) Inferred from ITS and trnL-trnF Sequence Data","76","Data"
"7618","Let Them Fall Where They May: Congruence Analysis in Massive Phylogenetically Messy Data Sets","76","Data"
"7619","Phylogeny of West AfricanCaryedon(Coleoptera: Bruchidae): Congruence between Molecular and Morphological Data","76","Data"
"7639","Phylogenetic Relationships of Muehlenbeckia, Fallopia, and Reynoutria (Polygonaceae) Investigated with Chloroplast and Nuclear Sequence Data","76","Data"
"7678","Insights on Using Morphologic Data for Phylogenetic Analysis in Sedges (Cyperaceae)","76","Data"
"7720","Molecular Phylogenetics of Bromus (Poaceae: Pooideae) Based on Chloroplast and Nuclear DNA Sequence Data","76","Data"
"7737","Character Congruence of Multiple Data Partitions and the Origin of the Hawaiian Drosophilidae","76","Data"
"7779","Spectral Partitioning of Phylogenetic Data Sets Based on Compatibility","76","Data"
"7811","Heterogeneity of Three Molecular Data Partition Phylogenies of Mints Related to M. ×piperita (Mentha; Lamiaceae)","76","Data"
"7829","Corroboration among Data Sets in Simultaneous Analysis: Hidden Support for Phylogenetic Relationships among Higher Level Artiodactyl Taxa","76","Data"
"7836","Phylogenetic Position of Eimeria antrozoi , A Bat Coccidium (Apicomplexa: Eimeriidae) and Its Relationship to Morphologically Similar Eimeria spp. from Bats and Rodents Based on Nuclear 18S and Plastid 23S rDNA Sequences","24","Relationship"
"7960","Relationship among local populations of the white grub beetle, Dasylepida ishigakiensis (Coleoptera: Scarabaeidae), detected by phylogenetic analysis based on the mitochondrial DNA sequence","24","Relationship"
"7976","Phylogenetic Signal Common to Three Data Sets: Combining Data Which Initially Appear Heterogeneous","76","Data"
"7995","The Evolution of Reproductive Systems and Sex-Determining Mechanisms Within Rumex (Polygonaceae) Inferred from Nuclear and Chloroplastidial Sequence Data","76","Data"
"8050","Is Congruence between Data Partitions a Reliable Predictor of Phylogenetic Accuracy? Empirically Testing an Iterative Procedure for Choosing among Phylogenetic Methods","76","Data"
"8098","Relationships of the Buddlejaceae s. 1. Investigated using Parsimony Jackknife and Branch Support Analysis of Chloroplast ndhF and rbcL Sequence Data","76","Data"
"8108","How Does the Inclusion of Fossil Data Change Our Conclusions about the Phylogenetic History of Euphyllophytes","76","Data"
"8138","Phylogeny and Biogeography of the Genus Ainsliaea (Asteraceae) in the Sino-Japanese Region based on Nuclear rDNA and Plastid DNA Sequence Data","76","Data"
"8197","The Quest for Collaboration and Cooperation: Communication Is the Most Demanding Adjustment between Contract Education Providers and Department of Corrections Staff in Achieving a Joint Perspective of Service Coordination.","53","Service"
"8205","Professional Commitment and Satisfaction Among Teachers in Urban Middle Schools","73","Professional"
"8210","Job Satisfaction and Intent to Leave","18","Job"
"8214","Teachers’ Professional Community in Restructuring Schools","73","Professional"
"8219","Examining the Impact of School Quality on School Outcomes and Improvement: A Value-Added Approach","30","Impact"
"8232","Collective Teacher Efficacy: Its Meaning, Measure, and Impact on Student Achievement","30","Impact"
"8237","Work Values and Job Rewards: A Theory of Job Satisfaction.","18","Job"
"8237","Work Values and Job Rewards: A Theory of Job Satisfaction.","21","Theory"
"8238","Conceptualization: On Theory and Theorizing Using Grounded Theory","21","Theory"
"8240","Teachers' Sense of Efficacy and the Organizational Health of Schools","63","Health"
"8244","Impact of School Culture on Effectiveness of Secondary Schools with Disadvantaged Students.","30","Impact"
"8250","Manual or Electronic? The Role of Coding in Qualitative Data Analysis","76","Data"
"8253","Predictors of Job Satisfaction and Organizational Commitment in Human Service Organizations.","18","Job"
"8253","Predictors of Job Satisfaction and Organizational Commitment in Human Service Organizations.","53","Service"
"8284","Do Common Risk Factors in the Returns on Stocks and Bonds Explain Returns on REITs","43","Risk"
"8285","Are REITs Real Estate? Evidence from International Sector Level Data","76","Data"
"8287","[book]The General Theory of Employment, Interest and Money","21","Theory"
"8289","Individual Equity Return Data from Thomson Datastream: Handle with Care!","76","Data"
"8306","Marketing Period Risk in a Portfolio Context: Theory and Empirical Estimates from the UK Commercial Real Estate Market","16","Marketing"
"8306","Marketing Period Risk in a Portfolio Context: Theory and Empirical Estimates from the UK Commercial Real Estate Market","43","Risk"
"8306","Marketing Period Risk in a Portfolio Context: Theory and Empirical Estimates from the UK Commercial Real Estate Market","21","Theory"
"8310","A Note on Liquidity Risk Management","43","Risk"
"8310","A Note on Liquidity Risk Management","25","Management"
"8312","Can Book-to-Market, Size, and Momentum Be Risk Factors that Predict Economic Growth?","43","Risk"
"8319","Real Estate Returns and Risk with Heterogeneous Investors","43","Risk"
"8325","Corporate financing and investment decisions when firms have information that investors do not have","25","Management"
"8327","The Real Effects of Financial Constraints: Evidence from a Financial Crisis","71","Crisis"
"8331","Information asymmetry and the value of cash","59","Information"
"8336","Refinancing Risk and Cash Holdings","43","Risk"
"8350","The relational antecedents of project-entrepreneurship: Network centrality, team composition and project performance","28","Network"
"8354","[book]The Value Net: A Tool for Competitive Strategy","15","Strategy"
"8358","The Fit Between Product Market Strategy and Business Model: Implications for Firm Performance","15","Strategy"
"8360","[book]Econometric Analysis of Panel Data","76","Data"
"8373","Contractibility, Strategy, and Network Dynamics: From Franchising to Licensing","28","Network"
"8375","From Strategy to Business Models and onto Tactics","15","Strategy"
"8377","Introduction to Social Network Methods","28","Network"
"8378","KNOWLEDGE TRANSFER IN INTRAORGANIZATIONAL NETWORKS: EFFECTS OF NETWORK POSITION AND ABSORPTIVE CAPACITY ON BUSINESS UNIT INNOVATION AND PERFORMANCE","76","Data"
"8379","Determinants of E-Commerce Strategy in Franchising: A Resource-Based View","15","Strategy"
"8386","Models of Network Structure","28","Network"
"8387","The Network Paradigm in Organizational Research: A Review and Typology:","28","Network"
"8388","Business Models, Business Strategy and Innovation","15","Strategy"
"8394","Interorganizational Collaboration and the Locus of Innovation: Networks of Learning in Biotechnology.","60","Nonprofit"
"8394","Interorganizational Collaboration and the Locus of Innovation: Networks of Learning in Biotechnology.","25","Management"
"8395","Network Structure and Knowledge Transfer: The Effects of Cohesion and Range:","28","Network"
"8397","Evolutionary Processes and Paths of Relationally Embedded Network Ties in Emerging Entrepreneurial Firms","28","Network"
"8402","Managing the Flow of Technology: Technology Transfer and the Dissemination of Technological Information Within the R&D Organization","59","Information"
"8406","New Frontiers in Network Theory Development","28","Network"
"8406","New Frontiers in Network Theory Development","21","Theory"
"8407","A Network Model of Organization Formation","28","Network"
"8412","[book]Social Capital: Theory and Research","21","Theory"
"8420","The Evolution of Interfirm Networks: Environmental Effects on Patterns of Network Change","28","Network"
"8425","The Sources and Consequences of Embeddedness for the Economic Performance of Organizations: The Network Effect","28","Network"
"8429","Network Dyads in Entrepreneurial Settings: A Study of the Governance of Exchange Relationships","28","Network"
"8430","The Relational View: Cooperative Strategy and Sources of Interorganizational Competitive Advantage","15","Strategy"
"8439","A Flow Theory Perspective on Learner Motivation and Behavior in Distance Education","21","Theory"
"8439","A Flow Theory Perspective on Learner Motivation and Behavior in Distance Education","39","Behavior"
"8441","Measuring the Customer Experience in Online Environments: A Structural Modeling Approach","23","Customer"
"8446","Targeting Motivation--Adapting Flow Theory to Instructional Design.","21","Theory"
"8450","The effects of learner-generated videos for YouTube on learning outcomes and satisfaction","6","YouTube"
"8451","Content creation challenges and flow experience in educational games: The IT-Emperor case","14","Content"
"8452","The Impact of Flow on Learning Outcomes in a Graduate-Level Information Management Course","30","Impact"
"8452","The Impact of Flow on Learning Outcomes in a Graduate-Level Information Management Course","59","Information"
"8452","The Impact of Flow on Learning Outcomes in a Graduate-Level Information Management Course","25","Management"
"8454","Experiences with Flipping the Marketing Capstone Course","16","Marketing"
"8455","A Study of Flow Theory in the Foreign Language Classroom.","21","Theory"
"8458","Flow Theory as a Model for Enhancing Student Resilience","21","Theory"
"8459","Bad Management Theories Are Destroying Good Management Practices","25","Management"
"8462","Course Management Systems and Blended Learning: An Innovative Learning Approach.","25","Management"
"8464","Flow Theory and GIS: Is There a Connection for Learning?","21","Theory"
"8467","An Examination Of The Impact Of Team Teaching On Student Learning Outcomes And Student Satisfaction In Undergraduate Business Capstone Courses","30","Impact"
"8472","The Effects of Flow on Learning Outcomes in an Online Information Management Course.","59","Information"
"8472","The Effects of Flow on Learning Outcomes in an Online Information Management Course.","25","Management"
"8474","Theoretically Speaking: An Interview with Mihaly Csikszentmihalyi on Flow Theory Development and Its Usefulness in Addressing Contemporary Challenges in Education","21","Theory"
"8478","The Concept of Flow in Online Consumer Behavior","52","Consumer"
"8478","The Concept of Flow in Online Consumer Behavior","39","Behavior"
"8483","Flow and the Engagement of Talent: Implications for Secondary Schooling:","40","Engagement"
"8485","Illustrating Business Marketing Concepts Through the Value Chain Game","16","Marketing"
"8497","An Examination of the Effects of Flow on Learning in a Graduate-Level Introductory Operations Management Course.","25","Management"
"8501","Flipped Classrooms: An Agenda for Innovative Marketing Education in the Digital Era","16","Marketing"
"8501","Flipped Classrooms: An Agenda for Innovative Marketing Education in the Digital Era","68","Digital"
"8502","A Guided Problem-Based Learning (PBL) Approach: Impact on Critical Thinking.","30","Impact"
"8504","Damned by Our Own Theories: Contradictions Between Theories and Management Education","25","Management"
"8508","Cross-Cultural Management Learning through Innovative Pedagogy: An Exploratory Study of Globally Distributed Student Teams.","25","Management"
"8509","“Cola‐Game”: An Innovative Approach to Teaching Inventory Management in a Supply Chain","25","Management"
"8510","Student Engagement in High School Classrooms from the Perspective of Flow Theory","40","Engagement"
"8510","Student Engagement in High School Classrooms from the Perspective of Flow Theory","21","Theory"
"8512","A Case Study of Flow Theory in Pre-Service Undergraduate Agriculture, Food and Natural Resources Education Students","21","Theory"
"8522","How Urbanization Economies Impact TFP of R&D Performers: Evidence from China","30","Impact"
"8532","Evolution of productivity and relation with satisfaction in hospital care and specialized care of Autonomous Communities Health Systems","63","Health"
"8537","Did Relational Capital Matter During the Financial Crisis","71","Crisis"
"8547","Assessment of the Urbanization Impact on Economic Growth in Russia","30","Impact"
"8562","The Role of Network Access on Regional Specialization in Manufacturing across Europe","28","Network"
"8597","Tauranga City & Western Bay of Plenty Retail & Commercial Strategy","15","Strategy"
"8623","Government fragmentation and economic growth in China’s cities","67","Government"
"8638","[book]Econometric Theory and Methods","21","Theory"
"8656","Testing for Localization Using Micro-Geographic Data","76","Data"
"8667","The Weak Instrument Problem of the System GMM Estimator in Dynamic Panel Data Models","76","Data"
"8668","Characterizing user behaviors in location-based find-and-flirt services: Anonymity and demographics: A WeChat Case Study","2","Twitter"
"8672","On the Impact of Location Errors on Localization Attacks in Location-Based Social Network Services","30","Impact"
"8672","On the Impact of Location Errors on Localization Attacks in Location-Based Social Network Services","28","Network"
"8682","Cloak and Swagger: Understanding Data Sensitivity through the Lens of User Anonymity","76","Data"
"8687","Mining user behaviours: a study of check-in patterns in location based social networks","61","Mining"
"8699","Debt, Financial Fragility, and Systemic Risk","43","Risk"
"8707","The competitive advantage of nations","15","Strategy"
"8710","Stockholder, Manager, and Creditor Interests: Applications of Agency Theory","21","Theory"
"8719","Shaping our Future - A Strategy for Enterprise in Ireland in the 21st Century","15","Strategy"
"8733","Gossip and the Everyday Production of Politics","46","Politics"
"8747","The Impact of","30","Impact"
"8758","Environmental Entitlements: Dynamics and Institutions in Community-Based Natural Resource Management","25","Management"
"8759","[book]Conservation Is Our Government Now: The Politics of Ecology in Papua New Guinea","67","Government"
"8759","[book]Conservation Is Our Government Now: The Politics of Ecology in Papua New Guinea","46","Politics"
"8766","[book]Once Intrepid Warriors: Gender, Ethnicity, and the Cultural Politics of Maasai Development","46","Politics"
"8775","From Enslavement to Environmentalism: Politics on a Southern African Frontier","46","Politics"
"8782","The Economic Theory of a Common-Property Resource: The Fishery","21","Theory"
"8786","How Can Economic and Political Liberalisation Improve Financial Development in African Countries","47","Political"
"8787","Provincial Conditional Income Convergence in China, 1953-1997: A Panel Data Approach","76","Data"
"8807","Study on the Technical Efficiency of Creative Human Capital in China by Three-Stage Data Envelopment Analysis Model","76","Data"
"8809","Growth Theory through the Lens of Development Economics","21","Theory"
"8811","[book]The New Financial Order: Risk in the 21st Century","43","Risk"
"8817","The Economic Impact of Migration: A Survey","30","Impact"
"8818","Decreasing Returns, Learning by Doing and Growth of Economists: Theory and Evidences","21","Theory"
"8826","Research Note: The Convergence Hypothesis for Tourism Markets: Evidence from Singapore","58","Tourism"
"8829","The Impact of China’s Rise on Developing World: The Relationship between Trade Openness with China and Growth in Africa","30","Impact"
"8829","The Impact of China’s Rise on Developing World: The Relationship between Trade Openness with China and Growth in Africa","24","Relationship"
"8842","Health and economic growth among the states of Brazil from 1991 to 2000","63","Health"
"8848","Information Technology and the G7 Economies","59","Information"
"8855","Education, Health and Economic Growth in African Countries","63","Health"
"8859","The Long Term Impact of Health on Economic Growth in Pakistan","30","Impact"
"8859","The Long Term Impact of Health on Economic Growth in Pakistan","63","Health"
"8887","The Peace Dividend: Military Spending Cuts and Economic Growth","29","Spending"
"8892","Educational Levels and the Impact of ICT on Economic Growth: Evidence of a Cointegrated Panel","30","Impact"
"8901","Economic Growth : The New Perspectives for Theory and Policy","21","Theory"
